userID,age,Facebook,Instagram,WhatsApp,Twitter,LinkedIn,Snapchat,YouTube,TotalEngagement
U0745,50,0.08,1.66,1.57,1.4,1.79,1.8,0.19,8.49
U0746,55,2.24,3.27,1.91,1.12,0.99,0.2,0.2,9.93
U0747,43,3.79,2.89,2.13,1.09,0.83,0.42,1.27,12
U0748,22,1.82,2.51,1.19,0.45,1.02,1.48,1.05,9.52
U0749,36,1.19,1.48,3.14,0.26,1.58,1.96,1.68,11.29
U0750,25,0.04,2.25,2.7,0.5,1.66,1.07,0.58,8.8
U0751,49,2.18,0.01,2.38,0.5,0.88,0.72,0.61,7.28
U0752,29,1.43,1.12,2.2,1.91,0.91,0.43,1.52,9.52
U0753,44,1.07,0.11,0.56,0.94,1.57,0,1.5,5.75
U0754,37,2.74,2.15,0.14,1.98,,0.84,0.5,10.06
U0755,59,1.31,1.14,2.2,0.25,1.69,0.43,0.81,7.83
U0756,60,2.81,2.69,1.69,1.28,1.47,0.56,0.62,11.12
U0757,34,3.26,3.93,0.11,0.95,0.69,0.09,0.32,9.35
U0758,46,0.63,2.96,0.33,0.61,1.44,0.02,0.2,6.19
U0759,25,3.15,3.8,0.9,1.42,0.35,1.75,1.73,12
U0760,24,2.06,3.04,2.15,0.19,1.1,1.24,0.6,10.38
U0761,35,1.44,3.85,3.69,0.01,0.02,0.22,2,11.23
U0762,52,0.53,2.53,0.61,0.32,0.43,0.78,0.91,6.11
U0763,61,2.91,1.03,0.36,0.61,1.37,0.24,1.34,7.86
U0764,59,1.84,1.35,0.06,1.85,0.1,0.55,0.35,6.1
U0765,35,1.68,0.04,0.24,1.38,0.7,0.57,1.91,6.52
U0766,59,2.32,2.78,3.49,1.01,1.3,1.8,1.07,12
U0767,24,0.97,2.01,2,1.18,0.93,1.19,0.31,8.59
U0768,50,1.9,1.19,1.9,0.93,0.48,0.24,0.77,7.41
U0769,19,2.13,2.6,2.27,0.16,0.39,0.44,0.72,8.71
U0770,32,3.97,1.67,0.25,1.87,1.21,1.99,0.58,11.54
U0771,47,2.86,3.6,1.37,1.07,1.93,1.12,0.83,12
U0772,39,0.97,1.5,3.43,1.18,1.96,0.91,1.51,11.46
U0773,23,0.76,0.13,1.17,1.41,1.34,1.25,1.75,7.81
U0774,26,3.68,0.91,2,1.92,1.43,0.4,0.65,10.99
U0775,51,2.29,1.74,1.7,0.76,0.35,0.13,1.28,8.25
U0776,59,1.03,0.78,0.46,1.21,1.75,1.21,0.6,7.04
U0777,21,0.13,2.11,1.52,1.66,0.39,0.32,1.2,7.33
U0778,52,3.92,2.74,0.8,1.83,0.57,1.62,0.38,11.86
U0779,49,0.63,2.82,2.57,1.52,0.11,0.14,1.33,9.12
U0780,50,4,0.2,0.79,0.39,1.69,1.79,1.08,9.94
U0781,36,3.39,3.47,1.44,1.21,1.58,1.33,0.42,12
U0782,55,0.44,3.35,4,0.07,0.76,1.47,1.96,12
U0783,38,2.88,3.79,1.58,0.87,1.57,0.24,0.11,11.04
U0784,30,1.79,1.53,2.76,0.5,0.97,0.01,0.61,8.17
U0785,29,0.03,1.8,0.66,0.97,0.59,0.13,1.18,5.36
U0786,21,0.75,0.47,2.7,0.84,1.27,0.22,1.23,7.48
U0787,20,1.27,1.14,2.26,1.67,0.55,1.84,0.18,8.91
U0788,37,3.56,2.19,1.37,1.77,1.59,1.55,1.95,12
U0789,26,0.42,1.17,2.13,0.71,0.47,1.13,0.19,6.22
U0790,59,1.1,3.07,0.43,1.46,0.8,1.45,0.8,9.11
U0791,51,0.61,0.78,3.28,1.51,0.18,1.17,0.83,8.36
U0792,20,3.61,2.42,1.7,1.08,0.06,1.78,1.95,12
U0793,45,3.94,0.6,1.48,1.11,1.46,0.65,0.32,9.56
U0794,45,3.63,1.69,3.32,0.59,1.17,0.81,1.58,12
U0795,54,0.92,3.71,2.27,1.84,1.06,1.99,0.92,12
U0796,18,2.31,0.91,1.43,0.01,1.3,1,0.28,7.24
U0797,49,2.34,3.98,0.03,1.7,1.49,1.24,1.63,12
U0798,65,0.67,0.1,1.9,0.19,0.5,1.1,1.45,5.91
U0799,61,1.08,1.51,3.26,0.22,0.97,1.78,1.96,10.78
U0800,64,0.65,2.52,3.06,1.57,1.35,0.25,0.69,10.09
U0801,30,1.4,0.05,1.98,1.31,0.52,1.08,0.03,6.37
U0802,24,1.99,2.83,3.32,1.27,0.47,0.28,1.78,11.94
U0803,27,3.5,1.69,1.31,1.25,0.42,1.66,1.38,11.21
U0804,50,0.93,2.58,1.43,1.96,1.56,1.25,0.74,10.45
U0805,48,1.23,3.65,3.33,1.8,1.66,0.05,0.46,12
U0806,20,2.3,1.72,3.87,0.17,0.55,0.68,1.52,10.81
U0807,33,2.24,2.67,2.9,0.6,0.64,1.49,0.52,11.06
U0808,31,1.01,3.22,3.6,1.96,0.31,1.22,0.2,11.52
U0809,52,2.46,0.26,0.59,1.83,1.06,1.43,0.2,7.83
U0810,24,2.87,0.07,3.12,0.93,1.46,0.09,0.34,8.88
U0811,42,0.47,0.74,1.66,1.37,1.83,1.75,0.26,8.08
U0812,55,3.79,0.43,0.57,1.35,1.52,0.98,1.98,10.62
U0813,37,1.79,2.29,0.77,1.19,0.36,0.48,0.19,7.07
U0814,25,2.14,2.16,3.69,1.78,1.6,1.57,1.19,12
U0815,36,0.18,3.9,3.71,1.59,1.18,1.73,1.61,12
U0816,64,1.05,0.45,1.98,0.03,0.75,0.97,1.42,6.65
U0817,27,2.21,0.07,0.13,0.17,1.41,0.88,0.89,5.76
U0818,45,3.33,0.45,2.97,1.97,0.91,0.6,0.82,11.05
U0819,32,2.52,0.27,1.7,0.94,0.38,1.63,1.52,8.96
U0820,20,2.19,2.58,3.68,0.14,0.5,0.61,0.66,10.36
U0821,34,3.75,0.04,2.77,1.66,0.8,0.05,0.86,9.93
U0822,64,1.76,0.63,2.17,1.6,1.3,0.25,1.03,8.74
U0823,36,0.49,1.91,1.07,0.69,1.99,0.56,0.73,7.44
U0824,24,0.53,1.02,0.24,1.21,0.76,1.5,0.74,6
U0825,52,0.63,0.81,3.21,0.72,0.22,1.3,0.36,7.25
U0826,57,0.07,1.94,2.34,1.4,1.22,0.2,1.54,8.71
U0827,65,2.89,1.49,1.3,1.02,0.58,0.32,0.09,7.69
U0828,19,2.32,3.4,0.5,1.08,1.9,1.29,1.56,12
U0829,29,1.23,0.36,1.73,0.84,0.47,0.99,0.59,6.21
U0830,32,1.63,0.15,0.16,1.17,1.53,0.99,1.43,7.06
U0831,39,2.5,3.9,3.88,0.14,0.99,0.53,0.26,12
U0832,57,1.18,0.24,2.24,0.66,1.87,1.07,1.49,8.75
U0833,28,0.48,1.83,3.34,1.83,1.12,1.68,0.42,10.7
U0834,23,2.27,2.93,3.63,1.53,0.14,0.92,1.91,12
U0835,32,3.05,2.15,1.21,1.66,1.23,0.21,0.67,10.18
U0836,22,3.35,0.15,1.22,1.88,0.29,1.2,0.49,8.58
U0837,23,3.95,3.78,1.71,0.87,0.18,0.12,0.63,11.24
U0838,65,0.1,2.31,1.9,0.82,1.64,0.51,0.81,8.09
U0839,19,3.68,0.42,0.53,0.18,1.06,0.86,0.3,7.03
U0840,51,1.78,1.39,0.62,0.32,1.83,1.66,1.71,9.31
U0841,58,3.24,1.64,2.35,0.8,0.81,1.13,0.47,10.44
U0842,27,0.64,1.03,0.85,1.61,0.2,1.07,0.52,5.92
U0843,43,0.01,0.08,0.61,0.93,1.61,0.23,0.72,4.19
U0844,65,2.63,3.09,0.7,0.68,1.55,0.4,0.23,9.28
U0845,59,3.39,0.5,1.35,0.85,1.47,0.25,0.71,8.52
U0846,49,0.61,1.89,2.75,0.74,0.58,0.36,1.47,8.4
U0847,18,3.36,2.34,1.92,0.74,0.72,1.1,0.62,10.8
U0848,44,0.84,0.38,2.89,0.4,1.37,1.89,1.15,8.92
U0849,35,1.41,1.42,0.22,1.62,0.86,1.19,1.65,8.37
U0850,37,0.4,2.2,0.83,1.18,0.83,0.82,1.06,7.32
U0851,41,3.99,2.5,1.09,1.15,1.45,1.32,0.87,12
U0852,57,2.85,0.27,3.65,0.87,0.85,0.48,0.68,9.65
U0853,53,,0.09,1.08,0.04,0.57,0.26,0.67,2.85
U0854,45,1.17,0.17,1.96,1.16,0.94,1,1.72,8.12
U0855,59,2.9,2.32,3.51,1.73,0.01,0.32,0.72,11.51
U0856,31,2.49,1.69,1.37,1.76,1.55,0.28,0.62,9.76
U0857,30,0.92,2.53,3.02,1.32,0.13,0.74,0.72,9.38
U0858,19,1.59,1.26,0.99,0.85,0.77,1.54,1.42,8.42
U0859,47,1.97,1.26,3.07,0.81,1.1,0.08,1.52,9.81
U0860,20,0.97,2.99,0,1.2,1.06,0.74,1.61,8.57
U0861,32,2.9,0.17,3.67,0.35,0.63,0.03,0.32,8.07
U0862,21,3.34,2,1.23,0.12,0.72,0.16,1.35,8.92
U0863,20,1.28,1.74,3.78,1.43,1.8,1.34,1.5,12
U0864,53,1.55,0.75,2.45,1.86,0.89,1.83,1.51,10.84
U0865,64,0.78,1.3,3.82,0.24,0.85,1.62,1.61,10.22
U0866,37,0.59,3.7,1.31,0.58,0.93,1.2,0.92,9.23
U0867,39,0.48,0.51,1.14,1.47,0.55,0.31,1.35,5.81
U0868,22,2.48,1.63,1.72,0.6,0.58,1.05,1.82,9.88
U0869,46,1.75,3.02,3.61,0.23,0.59,0.26,1.67,11.13
U0870,36,3.5,0.21,3.88,1.28,1.71,0.45,1.04,12
U0871,41,1.76,0.88,1.7,1.09,0.62,0.76,1.84,8.65
U0872,48,0.89,2.67,1.3,1.7,1.42,0.08,0.34,8.4
U0873,42,0.2,3.74,3.8,0.66,1.56,1.76,1.63,12
U0874,53,2.46,2.98,3.38,1.79,1.33,1.51,0.19,12
U0875,56,2.23,1.94,0.78,0.81,0.29,0.49,0.09,6.63
U0876,28,2.38,0.58,0.67,1.91,0.42,1.12,1.83,8.91
U0877,28,1.08,1.84,1.46,0.06,0.68,1.68,1.8,8.6
U0878,65,3.84,3.43,1.93,1.36,0.7,0.06,1.56,12
U0879,21,3.15,3.05,1.67,1.14,1.19,0.71,1.68,12
U0880,28,2.58,2.67,1.05,0.99,0.99,0.54,0.77,9.59
U0881,45,2.05,2.57,2,0.36,1.7,1.51,0.29,10.48
U0882,40,2.8,0.43,2.12,1.66,1.43,1.3,0.71,10.45
U0883,40,1.56,2.34,2.16,0.55,0.66,1.04,1.53,9.84
U0884,40,1.08,1.25,3.85,1.54,0.93,1.58,0.23,10.46
U0885,44,0.51,2.59,2.72,0.53,0.8,1.52,1.1,9.77
U0886,32,2.04,2.21,0.22,1.35,0.05,0.94,1.85,8.66
U0887,31,3.93,3.61,0.44,0.96,0.59,0.97,0.62,11.12
U0888,19,3.99,3.59,0.48,1.03,0.55,1.22,1.56,12
U0889,49,1.91,3.65,0.53,1.51,0.85,0.87,0.59,9.91
U0890,31,2.01,,3.37,1.98,0.51,0.03,1.38,10.56
U0891,62,3.9,2.94,0.18,1.04,1.97,1.52,0.01,11.56
U0892,26,3.91,0.76,2.36,1.99,1.18,0.4,1.45,12
U0893,24,1.47,3.26,1.69,0.08,1.43,0.01,0.72,8.66
U0894,20,2.68,2.49,3.05,1.66,1.02,1.48,0.78,12
U0895,61,3.58,1.98,1.59,1.46,1.99,1.31,1.16,12
U0896,56,0.95,2.02,1.32,1.3,1.54,0.65,1.05,8.83
U0897,65,3.17,3.22,2.79,0.92,0.76,1.39,1.74,12
U0898,20,1.1,1.07,0.09,0.4,0.65,1.02,0.09,4.42
U0899,53,1.87,3.26,2.43,0.28,1.26,0.45,0.15,9.7
U0900,48,2.93,1.33,3.95,1.52,1.47,0.38,0.06,11.64
U0901,59,2.01,2.06,0.06,0.48,,0.22,1.72,7.67
U0902,32,1.4,1.64,3.74,1.97,1.57,0.2,0.32,10.84
U0903,63,3.14,0.47,3.59,1.73,0.23,0.07,1.1,10.33
U0904,63,3.34,0.78,1.73,1.85,1.47,0.59,0.08,9.84
U0905,51,0.08,3.89,0.62,1.99,1.9,1.51,0.21,10.2
U0906,52,3.31,1.25,3.98,0.72,0.72,0.67,0.91,11.56
U0907,29,1.84,1.37,2.08,0.22,1.5,1.36,1.62,9.99
U0908,53,3.62,0.67,0.75,0.16,1.05,0.28,0.42,6.95
U0909,19,3.21,3.77,2.77,1.9,0.45,1.21,1.41,12
U0910,40,2.72,2.06,0.13,0.42,0.01,0.55,1.01,6.9
U0911,34,0.82,2.48,1.53,1.24,1.78,1.62,0.79,10.26
U0912,41,2.98,1.13,0.86,1.97,0.14,1.95,0.32,9.35
U0913,49,0.87,0.24,1.63,0.38,0.22,1.66,1.19,6.19
U0914,64,3.58,3.35,1.29,0.46,0.2,1.36,0.17,10.41
U0915,46,2.03,3.53,1.15,1.59,0.98,0.56,1.26,11.1
U0916,18,2.08,1.97,0.61,1,1.15,1.89,1.17,9.87
U0917,41,3.44,3.64,3.43,1.23,0.74,0.32,0.57,12
U0918,20,0.25,3.67,1.19,0.43,1.95,0.56,0.41,8.46
U0919,30,2.02,3.69,3.85,0.58,0.43,0.39,1.21,12
U0920,41,2.4,0.39,3.94,0.25,0.88,0.07,0.44,8.37
U0921,51,0.33,1.74,3.37,0.53,1.46,1.1,0.66,9.19
U0922,36,0.13,1.01,0.31,0.93,1.62,1.1,1.04,6.14
U0923,63,1.72,0.36,0.99,0.2,1.89,0.79,1.36,7.31
U0924,31,3.37,2.39,1.25,0.39,0.78,1.03,0.96,10.17
U0925,42,1.42,2.47,1.89,1.11,1.41,1.69,1.31,11.3
U0926,64,2.89,1.79,3.37,0.08,1.66,0.14,0.32,10.25
U0927,64,3.55,3,2.39,1.06,1.51,0.25,0.82,12
U0928,52,3.31,0.54,0.78,0.54,0.15,0.59,0.92,6.83
U0929,51,0.71,0.07,1.15,1.81,1.51,1.5,1.6,8.35
U0930,63,3.88,0.56,0.43,0.94,1.05,0.55,1.26,8.67
U0931,45,0.72,3.83,0.01,0.48,0.93,1.82,0.08,7.87
U0932,56,2.77,1.37,3.14,1.24,1.46,1.61,0.7,12
U0933,37,0.63,2.06,2.41,1.2,0.11,0.39,0.15,6.95
U0934,18,2.96,3.49,3.14,1.9,0.36,1.44,1.58,12
U0935,58,2.51,2.63,2.11,0.06,1.19,0.91,0.54,9.95
U0936,36,3.83,0.34,2.39,0.48,0.74,0.63,0.33,8.74
U0937,21,2.33,1.76,2.87,0.17,1.51,1.88,0.02,10.54
U0938,33,3.02,2.92,0.85,0.72,0.08,1.76,1.71,11.06
U0939,52,0.13,1.86,1.65,1.14,1.01,1.34,1.31,8.44
U0940,40,1.88,0.4,1.34,0.3,1.24,1.3,1.85,8.31
U0941,54,1.62,0.5,0.8,0.41,0.23,1.68,0.16,5.4
U0942,62,1.8,0.08,0.75,0.42,1.7,1.41,0.69,6.85
U0943,22,3.52,1.51,3.69,1.23,0.72,1.29,0.47,12
U0944,45,1.9,1.31,0.05,0.57,1.58,1.1,1.51,8.02
U0945,53,0.43,1.74,0.88,0.33,0.2,1.25,0.06,4.89
U0946,28,3.47,3.18,3.33,0.07,0.46,0.08,0.6,11.19
U0947,28,1.67,0.05,3.83,0.42,0.23,1.09,0.74,8.03
U0948,33,2.46,1.78,3.27,1.93,1.16,0.6,1.98,12
U0949,41,1.59,3.67,3.75,1.52,1.17,0.37,1.18,12
U0950,47,0.06,2.09,3.27,0.44,1.48,1.41,1.91,10.66
U0951,51,3.32,0.63,3.24,0.73,0.49,0.79,2,11.2
U0952,57,2.32,1.67,2.75,1.61,1.71,0.91,1,11.97
U0953,44,1.58,1.74,0.85,1.23,0.96,0.2,1.16,7.72
U0954,18,0.18,1.25,0.98,1.2,0.61,1.44,0.9,6.56
U0955,63,2.11,0.47,1.11,1.6,1.28,1.58,1.67,9.82
U0956,53,3.33,1.13,1.5,1.13,1.74,1.75,0.77,11.35
U0957,24,1.73,0.96,1.41,1.16,0.6,1.5,1.45,8.81
U0958,47,0.71,0.39,0.88,0.93,1.86,0.44,1.3,6.51
U0959,55,3.18,1.3,3.05,0.75,0.87,1.4,1.08,11.63
U0960,65,0.02,1.35,1.73,1.66,1.99,1.41,0.82,8.98
U0961,46,1.44,0.16,1.46,0.68,1.6,0.13,1.1,6.57
U0962,42,2.45,3.47,1.06,0.04,0.58,0.55,1.76,9.91
U0963,53,3.03,3.76,2.18,0.69,0.33,0.19,0.03,10.21
U0964,54,0.27,1.26,1.31,1.78,1.41,1.67,0.69,8.39
U0965,42,0.85,0.97,0.72,0.43,1.69,0.38,0.43,5.47
U0966,41,0.28,3.93,0.5,0.41,1.92,1.53,0.06,8.63
U0967,63,1.28,2.88,2.82,1.11,1.52,0.22,1.15,10.98
U0968,26,2.24,0.79,3.98,1.19,1.7,1.06,1,11.96
U0969,36,2.23,2.46,1.67,0.63,1.6,1.32,0.25,10.16
U0970,30,0.66,0.54,2.02,0.29,1.68,0.95,1.4,7.54
U0971,56,3.27,2.42,0.32,0.19,1.97,1.67,0.14,9.98
U0972,52,2.58,2.82,2.13,1.11,0.49,1.62,0.09,10.84
U0973,61,1.75,0.75,2.5,0.24,0.44,1.92,0.21,7.81
U0974,58,0.46,2.78,1.85,0.06,1.02,1.17,0.76,8.1
U0975,51,3.78,0.85,0.26,1.53,1.5,0.94,1.35,10.21
U0976,20,2.22,3.65,3.6,0.28,1.6,0.28,0.75,12
U0977,47,0.71,3.95,3.97,0.82,0.13,1.39,0.55,11.52
U0978,60,3.62,1.55,0.56,1.64,0.12,0.76,0.53,8.78
U0979,41,1.38,3.16,2.82,1.08,0.18,1.95,1.68,12
U0980,20,1.38,1.99,3.7,0.82,0.77,0.67,1.22,10.55
U0981,55,3.4,2.59,1.63,0.94,1.68,0.54,0.54,11.32
U0982,27,3.38,2.77,2.04,1.16,0.64,0.66,1.89,12
U0983,43,1.83,3.88,1.06,1.74,0.13,0.33,0.48,9.45
U0984,22,1.28,1.28,1.99,1.4,1.18,1.27,1.12,9.52
U0985,51,0.23,3.31,1.08,1.52,1.52,0.56,0.4,8.62
U0986,59,3.3,3.36,1.49,0.43,0.9,1.3,0.21,10.99
U0987,65,0.1,1.72,0.97,0.24,0.86,1.4,1.58,6.87
U0988,33,3.02,1.25,2.87,1.64,0.81,0.16,0.37,10.12
U0989,47,2.4,2.2,3.59,1.72,1.29,0.51,0.41,12
U0990,41,2.43,2.63,1.36,1.65,1.82,0.74,1.92,12
U0991,35,0.42,2.08,1.65,1.79,1.01,0.98,0.78,8.71
U0992,59,0.29,2.5,0.4,0.17,0.83,1.98,1.52,7.69
U0993,29,2.12,1.57,2.14,1.67,0.79,1.47,1.37,11.13
U0994,54,3.68,0.56,0.45,1.86,1.11,0.55,1.44,9.65
U0995,46,2.71,2.77,3.07,1,0.03,0.22,0.39,10.19
U0996,57,3.72,3.16,0.08,0.88,0.76,1.41,0.98,10.99
U0997,25,3.04,2.4,3.27,0.85,1.74,1.17,1.3,12
U0998,21,3.82,2.63,1.83,1.44,0.39,1.43,1.92,12
U0999,57,1.78,2.08,2.87,0.49,0.14,0.08,0.08,7.52
U1000,54,0.47,1.57,0.6,1.7,0.55,0.64,0.44,5.97
